_r_1 _x_1 _y_1 _p_1 DR2Name RA_ICRS e_RA_ICRS DE_ICRS e_DE_ICRS SolID Source RandomI Epoch Plx e_Plx RPlx pmRA e_pmRA pmDE e_pmDE RADEcor RAPlxcor RApmRAcor RApmDEcor DEPlxcor DEpmRAcor DEpmDEcor PlxpmRAcor PlxpmDEcor pmRApmDEcor NAL NAC NgAL NbAL gofAL chi2AL epsi sepsi Solved APF WAL pscol e_pscol fvarpi MatchObsA Nper amax type MatchObs Dup o_Gmag FG e_FG RFG Gmag e_Gmag o_BPmag FBP e_FBP RFBP BPmag e_BPmag o_RPmag FRP e_FRP RFRP RPmag e_RPmag E_BR_RP_ Mode BP-RP BP-G G-RP RV e_RV o_RV Tefftemp loggtemp __Fe_H_temp Var GLON_1 GLAT_1 ELON ELAT fPriam Teff b_Teff B_Teff AG b_AG B_AG E_BP-RP_ b_E_BP-RP_ B_E_BP-RP_ fFLAME Rad b_Rad B_Rad Lum b_Lum B_Lum RAJ2000_1 e_RAJ2000 DEJ2000_1 e_DEJ2000 e_BP-RP e_BP-G d_arcsec _r_2 _x_2 _y_2 _p_2 RAJ2000_2 DEJ2000_2 errMaj errMin errPA _2MASS Jmag Jcmsig e_Jmag Jsnr Hmag Hcmsig e_Hmag Hsnr Kmag Kcmsig e_Kmag Ksnr Qflg Rflg Bflg Cflg Ndet prox pxPA pxCntr Xflg Aflg Cntr Hemis Date Scan GLON_2 GLAT_2 Xscan JD Jpsfchi Hpsfchi Kpsfchi Jstdap e_Jstdap Hstdap e_Hstdap Kstdap e_Kstdap edgeNS edgeEW edge dup use opt Dopt PAopt Bmag Rmag Nopt extKey scanKey coaddKey coadd Opt
0.032539 0.032114 0.005241 80.7 "Gaia DR2 5967073552679288320" 254.95454537926 0.3433 -40.18474641185 0.2624 1635721458409799680 5967073552679288320 73297454 2015.5 2.3076 0.3433 6.7228 -31.536 0.592 -27.117 0.412 0.5351 -0.0133 -0.4886 -0.5226 -0.1647 -0.4472 -0.8024 -0.2989 0.2980 0.3541 213 9 210 3 3.6043 286.15 0.612 1.3 31 0 0.3036 1.1343 0.0629 0.142 24 11 0.59642 0 26 0 221 540.9 1.71 316.378 18.855627589947773 0.0038751250754953085 0 "" "" "" "" "" 0 "" "" "" "" "" "" 1 "" "" "" "" "" 0 "" "" "" NOT_AVAILABLE 345.41185425608 1.37420785733 258.00711157958 -17.36979597836 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.954723111 9.1897 -40.1846296573 6.3838 "" "" 0.6223 0.032699 0.032313 0.005009 81.2 254.954582 -40.184917 0.08 0.08 90 16594909-4011057 15.331 0.073 0.074 18.2 14.589 0.091 0.091 16.5 13.425 "" "" "" AAU 226 220 cc0 163600 4.0 157 836038127 0 0 32767 s 1999-05-11 115 345.412 1.374 22.8 2451309.8001 1.22 0.96 "" 14.853 0.066 14.306 0.183 "" "" 6549 230 sw 0 1 U 1.3 345 18.2 16.3 1 "" 45387 1043895 198 Opt
0.035563 0.03489 0.006888 78.8 "Gaia DR2 5967073552679288704" 254.95817740224 0.3221 -40.1830986642 0.2475 1635721458409799680 5967073552679288704 860352282 2015.5 1.4946 0.3881 3.8516 -0.739 0.541 -0.618 0.399 0.4307 -0.1439 -0.3015 -0.4568 -0.3023 -0.3290 -0.7884 -0.2730 0.4714 0.2056 220 0 220 0 4.3622 317.87 0.652 1.4 31 0 0.2751 1.1866 0.0631 0.127 25 11 0.53233 0 27 0 238 498.9 5.933 84.093 18.943344469798788 0.013035927124847064 23 91.32 8.477 10.773 20.4500 0.1008 27 720.2 23.15 31.114 17.6183 0.0349 1.627 0 2.8317180575737098 1.5066407767840673 1.3250 "" "" 0 "" "" "" NOT_AVAILABLE 345.41486429217 1.37304193313 258.0098151024 -17.36785773174 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.95818157 8.3897 -40.1830960014 6.1853 0.10667878380967745 0.10163174793113311 0.1157 0.035708 0.035045 0.006854 78.9 254.958156 -40.183071 0.06 0.06 45 16594995-4010590 14.979 0.046 0.048 25.2 13.678 0.041 0.042 38.3 12.875 0.032 0.033 48.6 AAA 222 111 ccc 155544 7.2 68 836038084 0 0 32767 s 1999-05-11 115 345.415 1.373 13.0 2451309.8001 1.28 0.71 0.71 15.038 0.088 13.828 0.066 12.904 0.027 6555 240 sw 0 1 0 "" "" "" "" 0 "" 45387 1043895 198 Opt
0.01838 0.016691 0.007696 65.2 "Gaia DR2 5967073591336883072" 254.93435707988 0.0742 -40.18229701168 0.0519 1635721458409799680 5967073591336883072 158989340 2015.5 0.7769 0.0889 8.7357 -4.528 0.164 -1.379 0.101 0.1705 -0.3556 0.0766 -0.0863 -0.2550 -0.1229 -0.6454 -0.2322 0.3248 0.3559 184 0 183 1 0.9176 195.17 0.0 0.0 31 0 5.4793 1.4661 0.0151 0.125 21 10 0.15497 0 23 0 187 5224.0 4.348 1201.645 16.393329770859356 0.0020140453328863564 21 2080 16.81 123.735 17.0560 0.0088 16 4646 34.4 135.030 15.5943 0.0080 1.287 0 1.4616852550642747 0.6626509288182305 0.7990 "" "" 0 "" "" "" NOT_AVAILABLE 345.40425664319 1.38785312789 257.99076831061 -17.36903074249 100001 4415.82 4397.75 4536.74 1.3220 1.2103 1.4587 0.6580 0.5805 0.7320 200111 1.15 1.09 1.16 0.455 0.347 0.562 254.934382597 2.5443 -40.182291073 1.5688 0.012133253570363043 0.00911098721076444 0.0309 0.018511 0.01686 0.007643 65.6 254.934353 -40.182289 0.06 0.06 45 16594424-4010562 14.522 0.031 0.033 38.3 14.018 0.042 0.043 28.0 13.729 0.082 0.082 22.1 AAA 222 111 00c 666635 5.2 301 836038079 0 0 32767 s 1999-05-11 115 345.404 1.388 78.5 2451309.8001 0.88 0.83 0.82 14.538 0.077 14.0 0.051 13.412 0.104 6558 175 sw 0 1 U 0.1 257 17.8 15.5 2 "" 45387 1043895 198 Opt
0.041626 0.039951 0.011691 73.7 "Gaia DR2 5967073552678806016" 254.96479821491 0.1309 -40.17829292106 0.1086 1635721458409799680 5967073552678806016 279939378 2015.5 0.7500 0.1540 4.8695 -3.164 0.306 -4.486 0.204 0.3564 -0.0643 -0.1543 -0.2108 -0.3855 -0.2593 -0.7610 -0.1910 0.4243 0.4600 171 0 171 0 0.943 183.07 0.0 0.0 31 0 1.8393 1.4516 0.0281 0.144 20 11 0.29524 0 22 0 180 1998.0 2.436 819.869 17.43718303003493 0.002234641921235817 21 688.7 17.73 38.847 18.2563 0.0279 21 1911 12.07 158.315 16.5586 0.0069 1.302 0 1.6976428434436563 0.8190944992930085 0.8785 "" "" 0 "" "" "" NOT_AVAILABLE 345.42176954186 1.37202834531 258.01453946766 -17.36253316045 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.964816047 4.7482 -40.1782736044 3.1713 0.028875815487794027 0.02807426218150623 0.1744 0.041805 0.040142 0.011673 73.8 254.964825 -40.178249 0.07 0.07 45 16595155-4010416 15.338 0.041 0.043 18.1 14.714 0.059 0.059 14.7 14.588 0.09 0.091 10.0 AAA 222 111 ccc 261606 10.2 122 836038066 0 0 32767 s 1999-05-11 115 345.422 1.372 -5.3 2451309.8001 1.64 1.19 0.93 15.552 0.154 15.063 0.255 15.072 0.308 6573 247 se 0 1 U 0.3 52 18.6 16.9 1 "" 45387 1043895 198 Opt
0.039756 0.036314 0.016182 66.0 "Gaia DR2 5967073556977139712" 254.96003559572 0.0348 -40.17380369394 0.0275 1635721458409799680 5967073556977139712 48189005 2015.5 0.8409 0.0407 20.6382 -6.852 0.064 -3.435 0.046 0.0997 -0.2814 -0.3316 -0.1434 -0.2584 0.0012 -0.7606 -0.1583 0.3436 -0.0677 229 0 226 3 -4.1073 144.9 0.0 0.0 31 0 29.1481 1.5203 0.0067 0.086 26 12 0.065738 0 28 0 242 23980.0 7.734 3100.508 14.738822330776154 0.0018337473853733803 26 1.044e+04 24.28 430.076 15.3045 0.0025 25 1.98e+04 14.91 1328.161 14.0203 0.0008 1.261 0 1.2842037534670876 0.5656184470371048 0.7185 "" "" 0 "" "" "" NOT_AVAILABLE 345.42305594133 1.37766228515 258.01024060023 -17.3584637344 100001 5050.33 4878.33 5156.00 "" "" "" "" "" "" 200111 1.58 1.52 1.69 1.463 1.302 1.625 254.960074206 0.9909 -40.1737889044 0.7155 0.003551233840920415 0.0034198850093474726 0.1404 0.039926 0.036518 0.016142 66.2 254.960078 -40.173782 0.06 0.06 90 16595041-4010256 13.048 0.023 0.026 149.0 12.676 0.027 0.028 96.3 12.578 0.041 0.042 63.9 AAA 222 111 000 666645 5.3 224 836038022 0 0 32767 s 1999-05-11 115 345.423 1.378 7.7 2451309.8001 0.94 0.87 1.29 13.031 0.016 12.708 0.033 12.535 0.028 6589 245 sw 0 1 0 "" "" "" "" 0 "" 45387 1043895 198 Opt
0.032796 0.032545 0.004049 82.9 "Gaia DR2 5967073552684447232" 254.95511032587 0.2088 -40.18593860833 0.1639 1635721458409799680 5967073552684447232 84743722 2015.5 0.8364 0.2524 3.3131 -4.286 0.401 2.532 0.278 0.3545 -0.0542 -0.2580 -0.3178 -0.2829 -0.2873 -0.7537 -0.2088 0.4253 0.2765 203 0 201 2 2.0818 239.41 0.231 0.33 31 0 0.5932 1.2844 0.0426 0.167 23 10 0.38107 0 25 0 216 827.2 1.87 442.337 18.39443928275076 0.003043860448914878 7 249.9 18 13.889 19.3568 0.0782 7 888.6 32.55 27.300 17.3901 0.0398 1.376 0 1.9667564919628333 0.9624147760928743 1.0043 "" "" 0 "" "" "" NOT_AVAILABLE 345.41118254459 1.37313237065 258.00769629196 -17.37093448296 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.95513448 6.2187 -40.1859495115 4.3083 0.08774028676076377 0.07824494977633926 0.1065 0.032988 0.032746 0.003986 83.1 254.955149 -40.18594 0.14 0.13 90 16594923-4011093 16.058 0.091 0.092 9.3 15.361 0.109 0.11 8.1 13.586 "" "" "" BBU 226 220 cc0 60600 4.0 337 836038112 0 0 32767 s 1999-05-11 115 345.411 1.373 21.3 2451309.8001 0.97 1.08 "" 15.286 0.102 14.844 0.202 "" "" 6545 232 sw 0 1 U 2.7 153 18.2 16.3 1 "" 45387 1043895 198 Opt
0.037282 0.037063 0.004036 83.8 "Gaia DR2 5967073552679287808" 254.96102414334 0.1885 -40.18594883529 0.1483 1635721458409799680 5967073552679287808 312212187 2015.5 0.9137 0.2260 4.0430 -10.778 0.364 -3.859 0.251 0.3517 -0.0376 -0.2503 -0.3168 -0.2911 -0.2931 -0.7487 -0.1956 0.4188 0.2829 203 0 203 0 0.5647 208.76 0.096 0.065 31 0 0.7099 1.4303 0.0390 0.17 23 10 0.34585 0 25 0 218 924.6 1.779 519.745 18.273503551742824 0.0027575326843047544 24 310.5 12.74 24.382 19.1211 0.0445 23 986.8 13.95 70.760 17.2763 0.0153 1.403 0 1.8447880998083122 0.8475676569811341 0.9972 "" "" 0 "" "" "" NOT_AVAILABLE 345.4139640247 1.36957158371 258.01240345635 -17.37045596612 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.96108489 5.6383 -40.1859322221 3.8945 0.04715912777893925 0.0446380028952156 0.0762 0.037444 0.037235 0.003953 83.9 254.961025 -40.18597 0.07 0.07 45 16595064-4011094 15.967 0.086 0.086 10.1 15.093 0.088 0.088 10.4 14.698 0.107 0.107 9.1 AAB 222 111 ccc 50606 11.0 224 836038162 0 0 32767 s 1999-05-11 115 345.414 1.37 5.1 2451309.8001 1.43 0.89 1.1 15.596 0.212 15.036 0.137 14.426 0.181 6545 248 sw 0 1 U 0.3 263 19.6 17.5 1 "" 45387 1043895 198 Opt
0.017624 0.015517 0.008356 61.7 "Gaia DR2 5967073587044179712" 254.93282003773 0.4702 -40.18163730627 0.3108 1635721458409799680 5967073587044179712 1103778116 2015.5 0.9928 0.5464 1.8169 0.603 1.289 -3.612 0.744 0.1598 -0.1126 0.3790 0.1448 -0.3470 -0.3321 -0.6591 -0.0496 0.4566 0.6622 177 0 176 1 1.5547 200.65 0.379 0.21 31 0 0.1534 1.3426 0.0872 0.16 20 9 1.2434 0 22 0 190 331.5 1.707 194.228 19.38725663858601 0.005872496436501055 17 117.3 13.92 8.430 20.1779 0.1288 17 421.4 11.92 35.354 18.2003 0.0307 1.625 0 1.9775848177472035 0.7906206677904848 1.1869 "" "" 0 "" "" "" NOT_AVAILABLE 345.4040503855 1.38918416952 257.98947026606 -17.36850214033 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.932816639 19.9816 -40.1816217526 11.529 0.13242476578992896 0.1289343611251821 0.4318 0.017734 0.015621 0.008394 61.7 254.932732 -40.181538 0.13 0.13 45 16594385-4010535 16.7 0.166 0.166 5.2 14.871 "" "" "" 14.443 0.103 0.103 11.5 CUA 202 101 c0c 60005 5.2 121 836038083 0 0 32767 s 1999-05-11 115 345.404 1.389 82.9 2451309.8001 0.73 "" 1.11 16.144 0.218 "" "" 14.242 0.257 6561 170 sw 0 1 U 2.2 303 20.1 17.7 1 "" 45387 1043895 198 Opt
0.056291 0.050381 0.025108 63.5 "Gaia DR2 5967073655758514944" 254.97843737465 0.1928 -40.16486895319 0.1481 1635721458409799680 5967073655758514944 985679092 2015.5 0.7069 0.1933 3.6579 -2.293 0.460 -3.107 0.286 0.4824 -0.0079 -0.2577 -0.3333 -0.1432 -0.4120 -0.7017 -0.2264 0.2116 0.5957 158 0 157 1 1.8144 185.12 0.35 1.0 31 0 0.9115 1.4461 0.0378 0.196 18 10 0.45229 0 19 0 160 1267.0 2.801 452.29 17.9316298214012 0.003000453697625754 17 393.4 9.748 40.359 18.8642 0.0269 18 1247 13.81 90.295 17.0219 0.0120 1.295 0 1.842345708593463 0.932601516654497 0.9097 "" "" 0 "" "" "" NOT_AVAILABLE 345.43876888253 1.37211226813 258.02387471916 -17.34806158811 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.978450291 7.126 -40.1648555757 4.4285 0.029560886637749452 0.02710478645767497 0.1008 0.056428 0.050551 0.025074 63.6 254.978435 -40.164841 0.07 0.07 90 16595482-4009534 15.573 0.054 0.055 14.6 14.945 0.077 0.077 11.9 14.718 0.108 0.109 8.9 AAB 222 111 000 462606 13.6 106 836037967 0 0 32767 s 1999-05-11 115 345.439 1.372 -42.8 2451309.8 1.12 0.52 0.88 15.517 0.169 14.934 0.168 14.924 0.161 6621 209 se 0 1 U 0.2 302 19.3 17.4 1 "" 45387 1043894 186 Opt
0.061767 0.051812 0.033627 57.0 "Gaia DR2 5967073690118258304" 254.98030063274 0.1545 -40.15634887101 0.1237 1635721458409799680 5967073690118258304 13460175 2015.5 0.4737 0.1761 2.6907 -1.356 0.360 -4.567 0.240 0.3518 -0.0823 -0.1111 -0.2031 -0.3212 -0.2652 -0.6697 -0.1644 0.3764 0.4844 162 0 162 0 1.63 186.94 0.288 0.88 31 0 1.1471 1.3927 0.0327 0.137 19 11 0.34615 0 21 0 178 1525.0 3.147 484.417 17.730439034024887 0.0028745847706842455 15 473.9 10.12 46.814 18.6621 0.0232 18 1554 11.08 140.238 16.7832 0.0077 1.330 0 1.8789576934953622 0.9317212754178001 0.9472 "" "" 0 "" "" "" NOT_AVAILABLE 345.44635430297 1.37624917464 258.02439378917 -17.33943755095 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.980308272 5.5775 -40.1563292091 3.7195 0.024563774227013398 0.023411339659437765 0.2085 0.061934 0.052023 0.033607 57.1 254.980353 -40.156307 0.08 0.08 45 16595528-4009227 15.004 "" "" "" 14.728 0.073 0.074 14.5 14.477 0.092 0.092 11.1 UAA 622 22 0cc 4614 3.3 196 836037919 0 0 32767 s 1999-05-11 115 345.446 1.376 -48.1 2451309.8 "" 0.88 1.09 "" "" 14.509 0.211 14.117 0.083 6651 204 se 0 1 U 0.7 26 18.7 16.9 1 "" 45387 1043894 186 Opt
0.065704 0.044857 0.048009 43.1 "Gaia DR2 5967073758837744384" 254.97118884882 0.2921 -40.14197143185 0.2395 1635721458409799680 5967073758837744384 529696393 2015.5 1.9176 0.3559 5.3876 2.071 0.531 -4.571 0.389 0.372 -0.0144 -0.3765 -0.3914 -0.3213 -0.2985 -0.7701 -0.2932 0.4115 0.2101 192 9 191 1 2.571 239.33 0.556 1.2 31 0 0.3487 1.1540 0.0661 0.103 22 11 0.49944 0 24 0 202 568.4 2.08 273.303 18.801726656932388 0.004361384411295431 16 131.2 12.03 10.906 20.0566 0.0996 20 670.2 8.471 79.118 17.6963 0.0137 1.410 0 2.3602412793788154 1.2548387807231123 1.1054 "" "" 0 "" "" "" NOT_AVAILABLE 345.45337186847 1.39060191376 258.01551348781 -17.32589657047 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.971177183 8.2392 -40.1419517514 6.0394 0.10051429893173153 0.09965046477050035 0.2180 0.065823 0.045033 0.048008 43.2 254.971194 -40.141911 0.11 0.11 45 16595308-4008308 16.097 0.086 0.086 9.0 15.291 0.077 0.077 8.7 15.507 "" "" "" BBU 220 110 000 60600 12.2 289 836037810 0 0 32767 s 1999-05-11 115 345.453 1.391 -22.9 2451309.8 0.88 0.99 "" 16.456 0.273 15.924 0.347 "" "" 6703 229 se 0 1 U 0.1 306 20.5 17.8 1 "" 45387 1043894 186 Opt
0.062398 0.047183 0.040833 49.1 "Gaia DR2 5967073758837739648" 254.97423717636 0.3763 -40.14914556225 0.2912 1635721458409799680 5967073758837739648 22121895 2015.5 0.1898 0.3831 0.4955 -4.777 0.602 -10.911 0.464 0.612 -0.2051 -0.3549 -0.5684 -0.4122 -0.3597 -0.8207 -0.2267 0.4559 0.3538 181 7 180 1 2.6988 229.7 0.0 0.0 31 0 0.3161 1.1097 0.0716 0.156 21 11 0.62287 0 22 0 187 513.2 1.801 284.909 18.91257760489343 0.004214628931143327 18 127.7 11.79 10.829 20.0861 0.1003 18 547.8 14.56 37.629 17.9153 0.0289 1.316 0 2.170827212264367 1.1735152074948516 0.9973 "" "" 0 "" "" "" NOT_AVAILABLE 345.44916354053 1.38434106768 258.01875211102 -17.33277695847 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.974264082 9.3364 -40.1490985828 7.1998 0.10435324381064141 0.10035543985152703 0.1963 0.062508 0.047336 0.040823 49.2 254.974214 -40.149094 0.14 0.14 135 16595381-4008567 16.431 0.106 0.107 6.6 15.565 0.111 0.111 6.7 15.521 "" "" "" CCU 220 110 000 60600 14.5 321 836037842 0 0 32767 s 1999-05-11 115 345.449 1.384 -31.2 2451309.8 1.2 0.98 "" 17.119 0.402 15.946 0.248 "" "" 6677 221 se 0 1 U 0.2 238 20.3 17.7 1 "" 45387 1043894 186 Opt
0.065355 0.054181 0.036548 56.0 "Gaia DR2 5967073690117774592" 254.98339731016 0.0549 -40.15342551877 0.0488 1635721458409799680 5967073690117774592 378934171 2015.5 0.8311 0.0736 11.2964 -4.330 0.103 -2.832 0.081 0.1041 -0.1729 -0.2888 -0.1659 -0.4171 0.0102 -0.7601 -0.2514 0.4829 -0.1012 202 0 201 1 -0.3778 187.97 0.0 1.4e-15 31 1 8.5075 1.4638 0.0122 0.059 23 12 0.10028 0 25 0 210 7552.0 4.767 1584.12 15.99328814996153 0.0019260713747633418 22 3000 15.6 192.305 16.6587 0.0056 23 6600 13.31 495.942 15.2130 0.0022 1.271 0 1.4457179076756574 0.6654534523707767 0.7802 "" "" 0 "" "" "" NOT_AVAILABLE 345.45011627916 1.37619049585 258.02652806248 -17.33627572389 100001 4466.00 4370.67 4790.25 "" "" "" "" "" "" 200111 1.25 1.09 1.31 0.562 0.457 0.667 254.983421702 1.6044 -40.1534133273 1.2618 0.006499101607002363 0.006127434282412494 0.1148 0.065491 0.054367 0.036515 56.1 254.983416 -40.153397 0.06 0.06 135 16595601-4009122 14.094 0.041 0.043 56.9 13.703 0.057 0.058 37.4 13.582 0.038 0.039 25.3 AAA 222 222 ccc 666666 4.2 268 836037896 0 0 32767 s 1999-05-11 115 345.45 1.376 -56.5 2451309.8 0.74 0.67 1.17 13.936 0.027 13.538 0.071 13.356 0.089 6662 196 se 0 1 U 1.0 85 16.7 15.0 1 "" 45387 1043894 186 Opt
0.043543 0.032743 0.028704 48.8 "Gaia DR2 5967073728775841280" 254.95535354143 0.1662 -40.16128301522 0.1407 1635721458409799680 5967073728775841280 1443658479 2015.5 2.0801 0.2145 9.6966 -2.581 0.358 -24.851 0.247 0.2657 -0.0142 -0.1683 -0.2149 -0.3963 -0.2448 -0.7614 -0.2222 0.4689 0.3153 177 0 177 0 0.6529 183.7 0.0 0.0 31 0 0.9549 1.2949 0.0362 0.117 20 11 0.33658 0 23 0 194 1138.0 2.207 515.595 18.048330651382027 0.0027703535295597373 19 245.1 14.42 17.003 19.3779 0.0639 21 1397 14.49 96.408 16.8987 0.0113 1.444 0 2.4791995562173526 1.3296225003646605 1.1495 "" "" 0 "" "" "" NOT_AVAILABLE 345.43070042953 1.38820572931 258.00509535897 -17.34640347966 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.955368085 5.5582 -40.1611760169 3.8321 0.06488284309987778 0.06392973144042151 0.4429 0.043711 0.032912 0.028766 48.8 254.955351 -40.16116 0.07 0.06 86 16594928-4009401 15.29 0.057 0.059 18.9 14.516 0.072 0.073 17.7 14.39 0.087 0.088 12.0 AAA 222 111 00c 463606 5.9 213 836037951 0 0 32767 s 1999-05-11 115 345.431 1.388 20.7 2451309.8 1.15 1.12 0.86 15.386 0.14 14.443 0.112 14.34 0.084 6634 232 sw 0 1 0 "" "" "" "" 0 "" 45387 1043894 186 Opt
0.050508 0.042433 0.027395 57.2 "Gaia DR2 5967073655758030592" 254.96803466338 0.0711 -40.16258684002 0.0542 1635721458409799680 5967073655758030592 1414169098 2015.5 0.7441 0.0812 9.1698 -7.667 0.170 -7.424 0.102 0.1508 -0.1936 0.0320 -0.0659 -0.3053 -0.1401 -0.6675 -0.1399 0.3467 0.3413 186 0 184 2 -0.041 177.56 0.0 0.0 31 0 5.0767 1.5040 0.0150 0.107 21 11 0.16017 0 23 0 192 4845.0 3.476 1393.956 16.47523273309137 0.0019612918438041476 21 1874 17.28 108.445 17.1693 0.0100 20 4358 10.96 397.798 15.6636 0.0027 1.286 0 1.5057529488802004 0.6941274613373416 0.8116 "" "" 0 "" "" "" NOT_AVAILABLE 345.43565771349 1.37977604971 258.0153365235 -17.34665177974 100001 4416.36 4353.13 4583.00 1.4795 1.3040 1.6216 0.7462 0.6553 0.7951 200111 1.16 1.08 1.19 0.459 0.355 0.564 254.968077858 2.6299 -40.1625548757 1.5824 0.01064194429509688 0.010297489589600108 0.2067 0.05067 0.042633 0.027383 57.3 254.968072 -40.162537 0.06 0.06 45 16595233-4009451 14.556 0.026 0.029 37.2 14.1 0.039 0.04 25.9 14.044 0.062 0.062 16.6 AAA 222 111 000 666625 20.5 216 836037973 0 0 32767 s 1999-05-11 115 345.436 1.38 -14.3 2451309.8 1.07 1.05 0.96 14.58 0.073 14.043 0.051 14.056 0.145 6629 238 se 0 1 U 0.2 281 17.6 16.5 1 "" 45387 1043894 186 Opt
0.070323 0.053503 0.045637 49.5 "Gaia DR2 5967073690118266752" 254.98250101906 0.2111 -40.14433715485 0.1617 1635721458409799680 5967073690118266752 1246817764 2015.5 1.1577 0.2559 4.5244 -4.402 0.390 -7.232 0.273 0.4361 -0.2690 -0.1463 -0.3981 -0.3707 -0.1956 -0.7143 -0.3023 0.4271 0.2211 176 0 176 0 3.7257 248.71 0.523 2.1 31 0 0.6542 1.3687 0.0414 0.176 20 10 0.36193 0 22 0 192 1048.0 2.516 416.605 18.13718598493678 0.00316725942078363 17 291.5 12.25 23.795 19.1896 0.0456 22 1094 11.14 98.254 17.1639 0.0111 1.322 0 2.025657666227392 1.0524314461297166 0.9732 "" "" 0 "" "" "" NOT_AVAILABLE 345.45684749399 1.38233742339 258.02478664047 -17.32731445726 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.982525813 6.0425 -40.1443060163 4.2302 0.047008709812496954 0.045761553201442505 0.1858 0.070455 0.053687 0.045625 49.6 254.982517 -40.144287 0.07 0.07 90 16595580-4008394 15.599 0.069 0.07 14.2 14.895 0.069 0.069 12.5 14.894 0.119 0.119 7.6 AAB 222 111 000 361606 6.4 117 836037836 0 0 32767 s 1999-05-11 115 345.457 1.382 -54.0 2451309.8 0.93 0.83 1.27 15.651 0.148 15.007 0.227 15.123 0.278 6695 198 se 0 1 U 0.4 304 19.4 17.3 1 "" 45387 1043894 186 Opt
0.066656 0.049652 0.044471 48.2 "Gaia DR2 5967073758837742592" 254.9774648434 0.2135 -40.14550612344 0.1821 1635721458409799680 5967073758837742592 848748686 2015.5 0.4258 0.3075 1.3845 -11.548 0.427 -6.113 0.310 0.3942 -0.2746 -0.0412 -0.3277 -0.5325 -0.0481 -0.7493 -0.3606 0.5362 0.1537 157 0 157 0 3.1959 213.97 0.613 2.7 31 0 0.6695 1.4863 0.0439 0.159 18 10 0.38723 0 20 0 173 1121.0 3.036 369.231 18.064482803440207 0.003447658036949648 19 327.8 13.77 23.808 19.0624 0.0456 19 1149 9.13 125.820 17.1114 0.0086 1.317 0 1.9510272275422658 0.9979279175853897 0.9531 "" "" 0 "" "" "" NOT_AVAILABLE 345.45355114777 1.38464553415 258.02090969681 -17.32889231284 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.977529886 6.6218 -40.145479805 4.8077 0.0464728153401281 0.04575519434846212 0.1543 0.066784 0.049847 0.044445 48.3 254.977495 -40.14547 0.07 0.07 135 16595459-4008436 15.562 0.061 0.062 14.7 15.096 0.075 0.075 10.4 14.736 0.113 0.114 8.8 AAB 222 111 000 260606 13.9 146 836037864 0 0 32767 s 1999-05-11 115 345.454 1.385 -40.2 2451309.8 0.8 1.04 0.68 15.643 0.093 15.422 0.147 15.24 0.103 6691 212 se 0 1 U 0.2 297 19.1 17.3 1 "" 45387 1043894 186 Opt
0.061126 0.051604 0.032763 57.6 "Gaia DR2 5967073690123407360" 254.98002972631 0.3698 -40.1572130359 0.2735 1635721458409799680 5967073690123407360 445639448 2015.5 0.6700 0.4367 1.5341 5.131 1.072 -0.049 0.683 0.1881 0.1315 0.2752 0.1780 -0.4057 -0.2972 -0.6047 0.1629 0.5421 0.6993 165 0 164 1 0.3795 165.18 0.0 0.0 31 0 0.2129 1.2783 0.0775 0.162 19 10 1.0613 0 21 0 172 390.3 1.728 225.871 19.209792365718926 0.005132968900539524 6 127.9 20.71 6.179 20.0838 0.1757 5 483.7 8.422 57.434 18.0504 0.0189 1.567 0 2.0333844135797037 0.8740069346191497 1.1593 "" "" 0 "" "" "" NOT_AVAILABLE 345.44554628175 1.37587886596 258.02427591796 -17.34031902177 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.980000822 16.6199 -40.1572128243 10.5964 0.1767500951008442 0.17580093507077915 0.1009 0.061253 0.051776 0.032729 57.7 254.98003 -40.157185 0.08 0.08 45 16595520-4009258 15.208 "" "" "" 15.158 0.066 0.067 9.8 14.762 0.106 0.106 8.5 UBB 622 22 0cc 3604 3.3 16 836037916 0 0 32767 s 1999-05-11 115 345.446 1.376 -47.2 2451309.8 "" 0.89 1.31 "" "" 14.714 0.139 14.385 0.121 6648 205 se 0 1 U 2.6 193 18.7 16.9 1 "" 45387 1043894 186 Opt
